Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (Âµg),Folate (Âµg),Vitamin A (Âµg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (Âµg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (Âµg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2026-04-18,"Uncategorized","Hyderabad House, Hyderabad House Onion Samosas ()","1.20 plate (5 pieces)",510.00,,,,,,,,,,,,,,,,,,,,,,,,,,456.00,,57.60,60.00,2.40,,,,,,27.00,,,,,,,,,,,,,,,,,,,,7.20,,,,,"Meals, Entrees, and Sidedishes"
2026-04-18,"Uncategorized","Lindt, Dark Chocolate, 90% Cocoa","10.00 g",66.67,,,,,,,,,,,,,0.20,,0.00,,,6.00,,0.67,,,,152.33,,1.67,,1.33,3.00,1.67,,,,0.67,0.67,5.33,0.00,,,3.33,0.00,,0.00,,,,,0.12,,,,,,,,1.33,,,,,"Sweets"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Breakfast","Quiche","1.00 medium",270.81,0.00,0.00,414.93,8.80,156.93,0.16,0.75,0.67,1.53,0.36,1.11,177.05,714.50,9.01,87.00,2.97,444.85,281.50,0.17,4.63,90.65,0.87,226.22,709.59,32.21,2182.42,1.90,10.09,12.45,2.31,1.93,0.38,0.00,6.10,0.00,12.49,383.00,4.11,1.59,4.34,0.00,0.16,0.11,0.04,0.01,1.38,0.15,1.23,0.33,0.36,0.83,1.29,1.08,0.44,0.79,27.46,0.73,0.19,0.62,0.93,""
2026-04-18,"Breakfast","Home coffee","1.00 full recipe",164.98,0.00,125.68,0.85,0.00,292.36,0.10,0.24,1.31,0.62,0.11,0.92,0.00,53.94,0.00,65.59,0.09,0.59,220.11,0.02,0.18,35.00,0.07,184.63,397.85,3.82,72.19,0.75,23.41,23.42,0.00,0.00,0.00,0.00,20.38,12.48,5.49,20.50,1.18,0.19,3.18,0.19,0.03,0.02,0.00,0.00,0.16,0.01,0.14,0.04,0.17,0.30,0.59,0.51,0.15,0.29,6.07,0.27,0.07,0.28,0.36,""
2026-04-18,"Breakfast","Publix, Red Velvet Sliced Loaf Cake With Cream Cheese Icing, Red Velvet","1.00 slice",190.00,,,,,,,,,,,,,,,0.00,,,30.00,,0.80,,,,80.00,,140.00,,26.00,27.00,1.00,,,,18.00,17.00,8.00,25.00,,,1.50,0.00,,,,,,,,,,,,,,,2.00,,,,,""
2026-04-18,"Lunch","gemini 3 thinking, spicy chicken curry & 3 vada puris ()","1.00 meal",676.00,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,32.00,35.00,3.00,,,,,,40.00,,,,,,,,,,,,,,,,,,,,44.00,,,,,"Meals, Entrees, and Sidedishes"
2026-04-18,"Lunch","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Breakfast","Home coffee","1.00 full recipe",164.98,0.00,125.68,0.85,0.00,292.36,0.10,0.24,1.31,0.62,0.11,0.92,0.00,53.94,0.00,65.59,0.09,0.59,220.11,0.02,0.18,35.00,0.07,184.63,397.85,3.82,72.19,0.75,23.41,23.42,0.00,0.00,0.00,0.00,20.38,12.48,5.49,20.50,1.18,0.19,3.18,0.19,0.03,0.02,0.00,0.00,0.16,0.01,0.14,0.04,0.17,0.30,0.59,0.51,0.15,0.29,6.07,0.27,0.07,0.28,0.36,""
2026-04-19,"Breakfast","Nabisco ,Ritz Crackers, Original","9.00 each",154.13,0.00,0.00,8.95,59.33,2.27,0.20,0.09,1.41,0.09,0.01,0.00,42.60,0.00,0.00,0.00,1.30,3.30,36.00,0.03,0.90,5.64,0.16,22.55,18.00,3.29,234.33,0.15,17.45,18.08,0.63,0.31,0.32,15.45,1.96,1.91,8.05,0.00,3.95,1.51,2.10,0.03,0.32,0.32,0.00,0.00,1.19,0.00,1.19,0.05,0.05,0.08,0.16,0.05,0.04,0.11,2.28,0.06,0.03,0.07,0.09,"Snacks"
2026-04-19,"Lunch","Nanak, Fried Paneer Cubes","1.80 x 5.0 pieces",162.00,,,,,,,,,,,,,270.00,0.00,,,,468.00,,1.26,,,,81.00,,9.00,,1.80,1.80,0.00,,,,1.80,,12.60,45.00,,,9.00,0.00,,,,,,,,,,,,,,,10.80,,,,,"Dairy and Egg Products"
2026-04-19,"Lunch","Divya, Chana Masala, Chickpea Curry","4.00 x 0.3333333333333333 pack",360.00,,,,,,,,,,,,,,,,,,200.00,,5.00,,,,1000.00,,1040.00,,36.00,44.00,8.00,,,,0.00,,12.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,24.00,,,,,"Meals, Entrees, and Sidedishes"
2026-04-19,"Lunch","Deep, Methi Puri","3.00 x 0.5 cup",450.00,,,,,,,,,,,,,,,0.00,,,0.00,,0.00,,,,360.00,,330.00,,48.00,54.00,6.00,,,,0.00,0.00,21.00,0.00,,,6.00,0.00,,,,,,,,,,,,,,,9.00,,,,,"Snacks"
2026-04-19,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-19,"Lunch","Yogurt, Plain, Whole Milk","1.00 cup",188.65,0.00,0.00,12.59,0.00,208.92,0.13,0.60,0.33,0.95,0.11,0.91,17.15,118.62,1.23,76.25,0.15,0.49,311.16,0.01,0.00,26.95,0.00,247.45,401.81,5.39,102.90,1.05,13.63,13.65,0.00,0.00,0.00,0.00,11.81,0.00,10.98,34.30,2.14,0.31,5.67,0.17,0.07,0.07,0.00,0.00,0.20,0.00,0.20,0.08,0.21,0.46,0.86,0.76,0.25,0.46,9.36,0.35,0.05,0.43,0.70,"Dairy and Egg Products"
2026-04-19,"Lunch","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-19,"Dinner","Custom Food, Halal Guys Platter (no rice/pita) ()","1.00 platter",480.00,,,,,,,,,,,,,,,,,,,,,,,,,,1200.00,,5.00,9.00,4.00,,,,,,21.00,,,,,,,,,,,,,,,,,,,,60.00,,,,,"Meals, Entrees, and Sidedishes"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Nutella, Hazelnut Spread + Breadsticks, Hazelnut","1.00 unit",260.00,,,,,,,,,,,,,,,0.00,,,49.92,,1.00,,,,189.80,,130.00,,32.02,34.00,1.98,,,,23.00,20.02,13.00,5.20,,,4.50,0.00,,,,,,,,,,,,,,,4.00,,,,,""
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-20,"Uncategorized","Takis, Tortilla Chips, Intense Nacho","1.00 package",150.00,,,,,,,,,,,,,,,0.00,,,21.00,,0.00,,,,70.00,,230.00,,16.00,17.00,1.00,,,,1.00,0.00,8.00,0.00,2.50,3.00,2.50,0.00,,,,,,,,,,,,,,,2.00,,,,,"Snacks"
2026-04-20,"Breakfast","Quiche","1.00 medium",270.81,0.00,0.00,414.93,8.80,156.93,0.16,0.75,0.67,1.53,0.36,1.11,177.05,714.50,9.01,87.00,2.97,444.85,281.50,0.17,4.63,90.65,0.87,226.22,709.59,32.21,2182.42,1.90,10.09,12.45,2.31,1.93,0.38,0.00,6.10,0.00,12.49,383.00,4.11,1.59,4.34,0.00,0.16,0.11,0.04,0.01,1.38,0.15,1.23,0.33,0.36,0.83,1.29,1.08,0.44,0.79,27.46,0.73,0.19,0.62,0.93,""
2026-04-20,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-20,"Lunch","Chicken Fried Rice","1.00 Fried Rice Meal",609.04,0.00,0.00,14.23,149.75,288.86,0.68,0.55,23.46,4.21,2.07,0.43,344.43,136.82,94.25,2.20,3.90,51.98,77.21,0.31,4.87,102.19,1.11,586.05,1138.19,58.50,661.99,2.66,64.37,68.99,4.46,2.66,0.75,54.94,5.39,0.29,12.03,151.61,4.52,1.69,2.92,0.08,0.16,0.13,0.01,0.01,1.33,0.02,1.11,0.61,1.87,2.53,4.31,4.68,1.33,2.22,53.83,2.31,0.67,1.86,2.77,""
2026-04-20,"Lunch","Publix, Swiss Cheese, 2% Milk","1.00 slice",70.00,,,,,,,,,,,,,42.96,0.00,0.00,,,221.00,,0.10,,,,20.00,,45.00,,0.00,0.00,0.00,,,,0.00,0.00,4.00,15.00,,,2.50,0.00,,,,,,,,,,,,,,,7.00,,,,,"Dairy and Egg Products"
2026-04-20,"Dinner","custom food, moe's chips & salsa ()","1.00 portion",430.00,,,,,,,,,,,,,,,,,,,,,,,,,,780.00,,50.00,54.00,4.00,,,,,,21.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,"Snacks"
2026-04-20,"Dinner","moe's, moe's kids chicken burrito ()","1.00 burrito",400.00,,,,,,,,,,,,,,,,,,,,,,,,,,563.00,,38.00,45.00,7.00,,,,,,18.00,,,,,,,,,,,,,,,,,,,,24.00,,,,,"Meals, Entrees, and Sidedishes"
2026-04-21,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Breakfast","Dunkin' Donuts, Boston Kreme Donut","2.00 donut",540.00,,,,,,,,,,,,,,,80.00,,,66.00,,4.00,,,,162.00,,640.00,,76.00,78.00,2.00,,,,36.00,34.00,22.00,0.00,,,9.00,0.00,,,,,,,,,,,,,,,10.00,,,,,"Sweets"
2026-04-21,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-21,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-21,"Lunch","Chicken Fried Rice","1.00 Fried Rice Meal",609.04,0.00,0.00,14.23,149.75,288.86,0.68,0.55,23.46,4.21,2.07,0.43,344.43,136.82,94.25,2.20,3.90,51.98,77.21,0.31,4.87,102.19,1.11,586.05,1138.19,58.50,661.99,2.66,64.37,68.99,4.46,2.66,0.75,54.94,5.39,0.29,12.03,151.61,4.52,1.69,2.92,0.08,0.16,0.13,0.01,0.01,1.33,0.02,1.11,0.61,1.87,2.53,4.31,4.68,1.33,2.22,53.83,2.31,0.67,1.86,2.77,""
2026-04-21,"Dinner","Chicken Fried Rice","1.00 Fried Rice Meal",609.04,0.00,0.00,14.23,149.75,288.86,0.68,0.55,23.46,4.21,2.07,0.43,344.43,136.82,94.25,2.20,3.90,51.98,77.21,0.31,4.87,102.19,1.11,586.05,1138.19,58.50,661.99,2.66,64.37,68.99,4.46,2.66,0.75,54.94,5.39,0.29,12.03,151.61,4.52,1.69,2.92,0.08,0.16,0.13,0.01,0.01,1.33,0.02,1.11,0.61,1.87,2.53,4.31,4.68,1.33,2.22,53.83,2.31,0.67,1.86,2.77,""
2026-04-21,"Snacks","Lay's, Potato Chips, Honey Barbecue","5.00 x 17.0 chips",750.00,,,,,,,,,,,,,,27.00,0.00,,,50.00,,3.00,,,,1700.00,,600.00,,75.00,80.00,5.00,,,,10.00,10.00,45.00,0.00,,,5.00,0.00,,,,,,,,,,,,,,,10.00,,,,,"Snacks"
2026-04-22,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-22,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
